temperature,humidity,mq2,mq135,Vibration,AQI_Level
30.6,95.904005449716,98,57,STABLE,Good
27.8,98.17227676959119,1473,1875,STABLE,Unhealthy for Sensitive Groups
33.5,95.75106413664683,156,212,STABLE,Good
30.4,96.52404984746349,274,2610,STABLE,Unhealthy
27.2,97.26271306159457,836,735,STABLE,Moderate
28.5,96.85689808555765,86,77,STABLE,Unhealthy for Sensitive Groups
32.6,97.26286676720167,102,205,STABLE,Good
27.7,97.54848647706162,2877,3502,STABLE,Unhealthy
31.3,97.27694918604176,51,162,STABLE,Good
33.8,95.82067343869728,349,2855,STABLE,Unhealthy
30.4,95.97675398736249,71,2229,STABLE,Unhealthy
27.8,95.5253857678502,89,81,STABLE,Moderate
33.1,96.83026144061421,95,59,STABLE,Good
33.4,96.9137963473457,1487,795,STABLE,Unhealthy for Sensitive Groups
28.7,98.02305666368389,88,70,STABLE,Moderate
30.0,99.55596551725718,358,327,STABLE,Moderate
33.7,96.85526702818406,227,96,STABLE,Good
25.3,98.43405143496415,57,66,STABLE,Good
28.29526486,98.70574328697094,85,77,STABLE,Unhealthy for Sensitive Groups
29.8,95.71985093025592,209,33,STABLE,Good
27.9,98.86367407658182,411,3176,STABLE,Unhealthy
25.4,99.08995130357665,731,2591,STABLE,Unhealthy
25.3,98.77708958113794,1438,1646,STABLE,Unhealthy for Sensitive Groups
29.09065137,98.51443709964845,47,90,STABLE,Unhealthy
28.4,96.25142884890926,838,3254,STABLE,Unhealthy
24.2,94.67055727736937,436,986,STABLE,Moderate
26.1,93.66985848073156,2608,650,STABLE,Unhealthy
29.3,96.131422628717,3555,2834,STABLE,Unhealthy
25.3,98.91074709793949,1426,1439,STABLE,Unhealthy for Sensitive Groups
26.5,99.25046212755467,2112,587,STABLE,Unhealthy
26.5,98.37202017096513,4049,437,STABLE,Unhealthy
27.3,98.79631081815874,629,499,STABLE,Moderate
25.9,94.49726488844337,287,2122,STABLE,Unhealthy
29.1,98.1366634712921,514,2205,STABLE,Unhealthy
28.32557503,96.00058356369964,86,75,STABLE,Unhealthy
28.6,98.48034466723853,43,250,STABLE,Good
32.6,95.81169510301831,998,2154,STABLE,Unhealthy
28.9,97.84020895402935,1762,1983,STABLE,Unhealthy for Sensitive Groups
33.5,98.2055298067059,135,191,STABLE,Good
27.5,96.26595917318905,477,581,STABLE,Moderate
30.1,95.54202922644542,96,57,VIBRATING,Good
24.8,96.20961495852995,235,3613,STABLE,Unhealthy
30.1,98.62320154444024,66,90,VIBRATING,Unhealthy
26.1,99.46206657330163,67,90,STABLE,Good
24.8,98.86642659149436,1337,715,STABLE,Unhealthy for Sensitive Groups
33.4,97.10886954154856,732,344,STABLE,Moderate
31.6,97.16027109980315,1106,1978,STABLE,Unhealthy for Sensitive Groups
25.9,95.3238946966027,73,86,STABLE,Good
24.068695314148695,98.50342162102383,247,3074,STABLE,Unhealthy
26.1,94.21836632007137,73,86,STABLE,Good
28.9,96.22115789856976,216,181,STABLE,Good
26.5,95.09964705325137,44,93,VIBRATING,Good
25.0,97.77761229413424,3775,441,STABLE,Unhealthy
25.864676108355564,97.2684600121127,4095,4095,STABLE,Unhealthy
28.8,95.91013578030214,218,109,STABLE,Good
31.1,97.82047603360053,540,631,STABLE,Moderate
26.8,97.16213628298367,370,1156,STABLE,Moderate
26.1,95.05201245652283,554,877,STABLE,Moderate
27.4,98.00717859458024,87,70,STABLE,Moderate
28.23284066,96.33923359096183,55,114,STABLE,Unhealthy
27.2,97.83075981458896,3320,272,STABLE,Unhealthy
31.5,95.1403209023685,1684,1945,STABLE,Unhealthy for Sensitive Groups
31.5,93.8029348048748,171,50,STABLE,Good
33.0,96.3162568249715,95,247,STABLE,Good
31.26201326,98.56896684415017,86,60,STABLE,Good
32.4,96.47144314992829,1541,1601,STABLE,Unhealthy for Sensitive Groups
26.7,95.87016918254713,63,60,STABLE,Good
29.0,96.5233955087709,46,89,STABLE,Unhealthy
31.7,96.68006162655222,3907,360,STABLE,Unhealthy
26.7,99.77539762898726,64,95,STABLE,Good
32.0,99.51721602393769,3443,438,STABLE,Unhealthy
29.21256132,96.70730930628218,47,91,STABLE,Unhealthy
33.5,95.35117005396253,2307,791,STABLE,Unhealthy
30.3,96.18966180956009,70,219,STABLE,Good
26.037855392718384,98.21515996307022,4095,540,STABLE,Unhealthy
28.6,96.0847933385156,326,353,STABLE,Moderate
28.32047407,98.77396047892975,85,81,STABLE,Unhealthy for Sensitive Groups
32.6,99.17921816529103,1082,1381,STABLE,Unhealthy for Sensitive Groups
32.3,94.60746746305698,774,2354,STABLE,Unhealthy
31.6,98.57672960400271,877,655,STABLE,Moderate
30.2,97.78409540956629,68,81,STABLE,Moderate
24.183752934361113,96.55655454736143,722,2394,STABLE,Unhealthy
28.39903413,98.91835753814041,73,70,STABLE,Unhealthy for Sensitive Groups
29.0,97.48711704109284,208,89,STABLE,Moderate
29.5,96.52093933658671,66,75,STABLE,Moderate
28.5,97.0252895386414,85,70,STABLE,Moderate
28.3,97.74281314954692,181,86,VIBRATING,Moderate
33.1,98.34090382598438,732,981,STABLE,Moderate
24.9,92.67639406585607,3057,927,STABLE,Unhealthy
28.7,95.53897974827998,3575,3388,STABLE,Unhealthy
28.9,97.69738618752228,194,83,VIBRATING,Moderate
30.9,92.93209305289011,1860,3318,STABLE,Unhealthy
28.2,97.5945119679469,317,3382,STABLE,Unhealthy
25.3,95.12521500629407,836,2226,STABLE,Unhealthy
28.0,95.9934804576501,168,248,STABLE,Good
24.7,98.91655776472481,667,2156,STABLE,Unhealthy
24.2,96.26639298722331,3915,480,STABLE,Unhealthy
31.9,99.27659693615178,98,3133,STABLE,Unhealthy
29.8,96.60701543665877,66,80,STABLE,Moderate
24.3,97.03016797434412,1444,1143,STABLE,Unhealthy for Sensitive Groups
24.6,93.96454113411995,1142,1484,STABLE,Unhealthy for Sensitive Groups
28.3,97.1968089212486,85,75,STABLE,Unhealthy for Sensitive Groups
28.30975672,99.18985396553668,87,79,STABLE,Unhealthy for Sensitive Groups
31.7,96.4704940032196,905,1465,STABLE,Unhealthy for Sensitive Groups
33.9,95.47733233441514,510,2488,STABLE,Unhealthy
29.4,97.73421700788546,76,82,VIBRATING,Moderate
25.3,98.15197747588533,68,177,STABLE,Good
25.7,96.23464049452507,1603,1194,STABLE,Unhealthy for Sensitive Groups
31.1,96.08577956699106,1682,1168,STABLE,Unhealthy for Sensitive Groups
27.3,98.51174315889551,2891,263,STABLE,Unhealthy
28.3,97.5664336622027,800,805,STABLE,Moderate
30.3,97.16394349177897,643,688,STABLE,Moderate
27.1,96.58573523424117,166,208,STABLE,Good
28.9,98.09055308141932,508,1177,STABLE,Moderate
32.6,96.09715559344781,3680,1741,VIBRATING,Unhealthy
29.2,97.74312222931661,199,86,VIBRATING,Moderate
31.1,94.71267667174138,1257,1789,STABLE,Unhealthy for Sensitive Groups
27.2,98.29259595809776,975,1349,STABLE,Unhealthy for Sensitive Groups
29.4,97.65936373640508,31,143,STABLE,Good
24.6,96.48028833585155,1460,844,STABLE,Unhealthy for Sensitive Groups
28.2,95.98285970775687,55,136,VIBRATING,Unhealthy
25.6,99.01405114534671,929,1503,STABLE,Unhealthy for Sensitive Groups
25.4,97.27628519323346,844,692,STABLE,Moderate
29.5,96.4079879592793,67,75,STABLE,Good
29.2,95.6135453347913,3869,3396,STABLE,Unhealthy
28.27474913,97.51850117352612,86,77,STABLE,Unhealthy for Sensitive Groups
28.10371355,91.79329915725208,72,4095,STABLE,Unhealthy
28.3,98.3123690128954,3233,3560,STABLE,Unhealthy
28.1,97.60241686658236,182,87,STABLE,Moderate
28.3,97.62115460390191,78,71,VIBRATING,Moderate
27.0,97.23506225725521,554,509,STABLE,Moderate
26.6,97.94748495400492,210,2115,STABLE,Unhealthy
26.3,94.61161331852198,799,1077,STABLE,Moderate
24.8,98.94729957995828,3811,155,STABLE,Unhealthy
31.1,97.55786150014866,53,216,STABLE,Good
29.0,93.0445909719066,46,86,STABLE,Unhealthy for Sensitive Groups
31.8,99.56634478499582,2738,890,STABLE,Unhealthy
29.1,97.91866619808748,47,95,STABLE,Unhealthy
31.5,94.91235720879277,723,1926,STABLE,Unhealthy for Sensitive Groups
33.4,98.68884761995618,96,227,STABLE,Good
27.6,98.73612553776135,189,113,STABLE,Good
30.8,99.0111713938938,1482,1723,VIBRATING,Unhealthy for Sensitive Groups
28.3,94.20766618978635,85,75,STABLE,Unhealthy for Sensitive Groups
31.1,95.01226315869783,2047,616,STABLE,Unhealthy
28.0,97.40363591249115,1637,1038,STABLE,Unhealthy for Sensitive Groups
29.6,97.67377172772524,2328,2226,STABLE,Unhealthy
27.4,92.79717549343994,122,2391,STABLE,Unhealthy
26.85216788,98.88506260282547,151,4095,STABLE,Unhealthy
29.0,93.96952071859349,208,160,STABLE,Good
26.0,96.4055537399002,316,2325,STABLE,Unhealthy
29.10515958,97.35014351082658,47,93,STABLE,Unhealthy
29.62236805,97.44181433685819,56,89,STABLE,Unhealthy
28.5,94.3687800313351,3257,506,STABLE,Unhealthy
27.5,97.58969185447793,2578,242,STABLE,Unhealthy
32.4,98.65710134736227,88,38,STABLE,Good
30.9,99.24013444603565,357,268,STABLE,Moderate
24.3,98.75526876517017,473,1042,STABLE,Moderate
29.3,97.77356999273312,86,72,STABLE,Moderate
27.2,98.20344560816129,3290,547,STABLE,Unhealthy
32.5,94.0307723279421,172,212,STABLE,Good
27.437098821390748,98.01345134470176,259,3584,STABLE,Unhealthy
25.9,96.61924567692303,469,737,STABLE,Moderate
25.6,97.30595882303231,1918,4021,STABLE,Unhealthy
24.5,98.13578596464615,1564,883,STABLE,Unhealthy for Sensitive Groups
30.0,98.75343086275272,523,1114,VIBRATING,Moderate
33.6,95.09865396554405,889,905,STABLE,Unhealthy for Sensitive Groups
27.6,97.49654498397976,1798,954,STABLE,Unhealthy for Sensitive Groups
33.2,98.11946435709244,169,248,STABLE,Good
24.1,96.07708337651746,969,1135,STABLE,Unhealthy for Sensitive Groups
33.8,93.59120319468497,3230,110,STABLE,Unhealthy
27.4,96.16417414893462,849,1004,VIBRATING,Unhealthy for Sensitive Groups
33.689826775358014,97.82766828061459,4095,4095,STABLE,Unhealthy
26.0,98.55587187283396,73,86,VIBRATING,Good
33.1,99.61906150303828,754,646,STABLE,Moderate
25.5,99.6181705103354,2582,3680,STABLE,Unhealthy
34.0,97.63967182548538,3855,427,STABLE,Unhealthy
31.5,94.68237353591236,3472,3511,STABLE,Unhealthy
25.1,98.94800198742668,615,464,STABLE,Moderate
26.6,94.0254479246257,733,778,STABLE,Moderate
28.3,98.76985024024182,86,75,STABLE,Unhealthy for Sensitive Groups
29.84035758,96.44446781616652,72,243,VIBRATING,Unhealthy
27.3,97.0047893334099,550,3982,STABLE,Unhealthy
29.0,98.82047220097257,56,85,STABLE,Moderate
31.2,93.74612329685586,3723,1118,STABLE,Unhealthy
25.7,98.83140670271314,429,3762,STABLE,Unhealthy
26.2,97.08781820527257,164,31,STABLE,Good
26.7,99.30490764772863,237,148,STABLE,Good
33.9,96.13663967008634,519,870,STABLE,Moderate
28.49476611,98.68156242024725,87,77,STABLE,Unhealthy
28.1,99.18378848016013,45,77,STABLE,Good
28.32391606,95.96085983908905,87,82,VIBRATING,Unhealthy for Sensitive Groups
28.2,97.61062255920126,88,151,STABLE,Good
32.2,97.89860662759094,1207,1696,STABLE,Unhealthy for Sensitive Groups
27.7,95.67581104846595,165,216,STABLE,Good
28.6,93.50499258129949,3360,794,STABLE,Unhealthy
25.5,95.96005289904389,3670,432,STABLE,Unhealthy
30.2,98.27922202554072,96,56,STABLE,Good
26.8,95.60181587641068,76,39,STABLE,Good
28.3,97.66655396054502,611,516,STABLE,Moderate
32.9,99.74269199151279,437,3873,STABLE,Unhealthy
25.95915853,97.36898627855129,66,90,STABLE,Good
28.1,97.0686476652896,526,625,STABLE,Moderate
33.8524687489721,98.16509362929638,246,4095,STABLE,Unhealthy
30.3,97.62103860880187,193,93,STABLE,Good
26.2,97.89733006016907,1348,757,STABLE,Unhealthy for Sensitive Groups
26.8,96.08322232254841,152,81,STABLE,Good
28.5,95.87819979227064,87,78,STABLE,Unhealthy
28.9,96.3480448203639,150,53,STABLE,Good
29.3,98.13230726577838,129,137,STABLE,Good
29.7,97.82366366179126,2780,2403,STABLE,Unhealthy
29.2,96.84769784981958,2809,3717,STABLE,Unhealthy
32.0,95.9155373511119,775,3144,STABLE,Unhealthy
24.9,95.30913455182845,1605,1500,STABLE,Unhealthy for Sensitive Groups
26.12208527202611,99.52834491436987,4095,4095,STABLE,Unhealthy
30.9,98.06006521371971,3532,925,STABLE,Unhealthy
30.7,95.26373620840236,1674,1230,STABLE,Unhealthy for Sensitive Groups
28.5,96.70868669264951,85,80,STABLE,Moderate
28.5,97.52281232536333,142,235,STABLE,Good
32.7,97.18282869095984,328,3488,STABLE,Unhealthy
29.83493258534703,99.59615017826295,4095,938,STABLE,Unhealthy
29.1,96.06857347696972,95,81,VIBRATING,Good
31.0,97.6356844488331,781,708,STABLE,Moderate
29.2,94.68681887987724,38,79,STABLE,Moderate
26.9,98.01222882321599,51,72,STABLE,Good
27.3,93.78868016605496,647,2460,STABLE,Unhealthy
26.1,97.47641857124148,1298,804,STABLE,Unhealthy for Sensitive Groups
28.31517185,95.36740177935566,86,81,STABLE,Unhealthy for Sensitive Groups
28.33300825,97.88283448100081,84,83,STABLE,Unhealthy for Sensitive Groups
29.3,95.64844777422341,408,749,STABLE,Moderate
30.5,95.2190388144161,870,1477,STABLE,Unhealthy for Sensitive Groups
32.8,98.45028028976172,4009,874,STABLE,Unhealthy
24.9,96.1409934014028,1841,3620,STABLE,Unhealthy
30.0,97.47392543517171,86,123,STABLE,Unhealthy
27.9,97.50600266838569,33,154,STABLE,Good
25.029818205140653,97.52932707338232,173,3743,STABLE,Unhealthy
33.690028862733264,99.8657174320711,744,2399,STABLE,Unhealthy
30.1,98.32650260470086,95,57,STABLE,Good
24.5,99.40029757611639,122,55,STABLE,Good
28.3,99.21088178542841,86,82,STABLE,Unhealthy for Sensitive Groups
27.0,97.6566731144352,3949,4002,STABLE,Unhealthy
28.6,96.06142467009695,882,1149,STABLE,Moderate
33.7,96.40599819245924,346,880,STABLE,Moderate
31.7,98.20861244906054,2703,2116,STABLE,Unhealthy
28.2625632,97.59652822791936,53,121,STABLE,Unhealthy
29.5,99.40746455424238,139,238,STABLE,Good
31.9,95.26255621169673,494,390,STABLE,Moderate
27.4,94.27517253109544,2857,3077,STABLE,Unhealthy
28.3,97.68693617796872,104,245,STABLE,Good
27.1,94.91493728065484,3130,463,STABLE,Unhealthy
28.5,94.56818443896549,171,92,VIBRATING,Moderate
31.5,97.71946108696667,52,108,STABLE,Good
26.4,97.68936968670086,213,30,VIBRATING,Good
28.8,96.87913374009031,169,97,STABLE,Moderate
28.2,98.44114222956541,716,2221,STABLE,Unhealthy
25.2,95.8034835215068,246,3352,STABLE,Unhealthy
26.72907425192642,98.12806729198175,115,3291,STABLE,Unhealthy
30.4,98.7394945481985,86,45,STABLE,Good
24.0,95.97156193983201,630,3386,STABLE,Unhealthy
29.34404755,97.3639323360184,50,91,VIBRATING,Unhealthy
25.8,99.56953174835834,3399,809,STABLE,Unhealthy
33.61554271944287,97.67933533341929,4095,4095,STABLE,Unhealthy
28.06994116,98.30930225404366,86,80,VIBRATING,Unhealthy for Sensitive Groups
30.7,97.8001728736871,965,740,STABLE,Unhealthy for Sensitive Groups
28.9,96.81649618258504,38,76,STABLE,Moderate
30.0,97.9586225542212,742,409,STABLE,Moderate
26.4,96.48056162847199,644,2461,STABLE,Unhealthy
30.1,98.31934418144458,96,58,STABLE,Good
30.0,96.9273893937848,1158,1592,STABLE,Unhealthy for Sensitive Groups
27.9,96.87381072653133,207,235,STABLE,Good
30.1,96.65134733859665,96,58,STABLE,Good
30.9,95.75508202606679,71,218,STABLE,Good
26.5,97.65467515944171,1872,593,VIBRATING,Unhealthy
32.2,97.16977853451299,723,1132,STABLE,Unhealthy for Sensitive Groups
26.6,97.71184325639646,45,93,STABLE,Good
30.3,94.44432925048538,72,111,STABLE,Unhealthy for Sensitive Groups
24.5,95.87450344913668,180,2702,STABLE,Unhealthy
31.2,93.32140685498575,86,60,VIBRATING,Good
28.3,93.56829901986964,537,602,STABLE,Moderate
29.34297061,99.24928194906168,56,92,STABLE,Unhealthy
30.1,95.56722923332406,3633,729,STABLE,Unhealthy
30.4,97.87956378470601,3957,748,STABLE,Unhealthy
28.4,97.74247416479582,86,81,STABLE,Unhealthy
26.9,99.00955626564777,44,93,VIBRATING,Good
27.4,97.60416197041893,238,211,STABLE,Good
32.9,96.64324816896655,3825,699,STABLE,Unhealthy
29.05366193,99.4614425829651,47,91,VIBRATING,Unhealthy
28.43719355,97.59019623939729,86,77,STABLE,Unhealthy for Sensitive Groups
30.0,99.17835844044924,871,338,STABLE,Moderate
28.2,98.27000405926121,3478,823,STABLE,Unhealthy
28.50378762,97.15435463771513,86,80,STABLE,Unhealthy for Sensitive Groups
28.6,96.0499199874939,998,1347,STABLE,Unhealthy for Sensitive Groups
26.7,93.37645711892043,137,108,STABLE,Good
28.2234933,97.37289315024533,85,76,STABLE,Unhealthy for Sensitive Groups
31.6,97.48831838653705,340,856,STABLE,Moderate
28.1,98.68889152486189,230,167,STABLE,Good
28.4,99.11934361471417,211,213,STABLE,Good
27.6,97.43656122054765,591,270,STABLE,Moderate
24.1,98.95729939077385,1436,1267,STABLE,Unhealthy for Sensitive Groups
27.5,98.98172792394058,156,51,STABLE,Good
33.3,99.41047253626769,474,638,STABLE,Moderate
27.8,95.17428275037881,66,172,STABLE,Good
29.0,97.26716906409213,267,433,STABLE,Moderate
31.6,98.78428334869722,1414,905,STABLE,Unhealthy for Sensitive Groups
30.8,93.71011715730536,661,3998,STABLE,Unhealthy
29.9,98.49986424899478,71,72,STABLE,Moderate
26.1,96.89474825808192,3565,173,STABLE,Unhealthy
28.9,99.43483031628409,84,71,STABLE,Moderate
28.6,96.4616058032055,495,1043,STABLE,Moderate
28.35505976,99.3557195460379,86,79,STABLE,Unhealthy
30.4,99.09917583528808,903,1470,STABLE,Unhealthy for Sensitive Groups
28.6,97.83671597148128,155,175,STABLE,Good
31.5,97.94516599662896,690,502,STABLE,Moderate
31.3,99.26112708382911,1815,135,STABLE,Unhealthy
25.2,96.8986395196338,806,3316,STABLE,Unhealthy
32.3,96.46356675857092,1632,1421,STABLE,Unhealthy for Sensitive Groups
25.60613949,98.16854470533787,71,91,VIBRATING,Good
33.9,96.98252645056033,677,798,STABLE,Moderate
26.3,97.46375005849394,1238,797,STABLE,Unhealthy for Sensitive Groups
28.2,95.90432037146742,81,77,STABLE,Good
24.5,95.35120004431008,789,740,STABLE,Unhealthy for Sensitive Groups
31.4,96.70203191449683,123,110,STABLE,Good
29.7,95.80059740263432,728,930,STABLE,Unhealthy for Sensitive Groups
24.3,93.47632652966675,375,2228,STABLE,Unhealthy
29.5,94.66602533312941,61,47,VIBRATING,Good
30.2,92.18635510010688,1811,540,STABLE,Unhealthy
29.8,98.07432252605645,2776,536,VIBRATING,Unhealthy
31.6,96.66264725234451,757,2770,STABLE,Unhealthy
31.0,97.86635693066555,3048,133,STABLE,Unhealthy
28.4,94.05726297420973,994,1270,STABLE,Unhealthy for Sensitive Groups
31.9,97.74366120123182,2988,730,STABLE,Unhealthy
26.1,94.85991621864954,568,1038,STABLE,Moderate
33.7,96.72877386516943,3870,284,STABLE,Unhealthy
29.0349658,98.4387754524278,49,86,STABLE,Unhealthy for Sensitive Groups
24.2,97.47047103315113,3854,3556,STABLE,Unhealthy
25.3,97.54913267320646,1659,1304,STABLE,Unhealthy for Sensitive Groups
30.9,97.97087658254952,1003,1839,STABLE,Unhealthy for Sensitive Groups
29.00184277,99.059904078949,47,87,STABLE,Unhealthy
32.3,95.78548941965742,385,457,STABLE,Moderate
26.9,93.64445318574165,1017,1606,STABLE,Unhealthy for Sensitive Groups
32.77832198832468,97.16186030505582,304,4095,STABLE,Unhealthy
24.8,94.13021245040613,266,907,STABLE,Moderate
27.7,99.61927770993215,203,241,STABLE,Good
33.4,97.52141158358191,974,1944,STABLE,Unhealthy for Sensitive Groups
32.5,98.7054123223866,1774,962,STABLE,Unhealthy for Sensitive Groups
32.3,96.45917259035475,893,842,STABLE,Moderate
28.7,96.53033566145012,208,84,STABLE,Moderate
29.2,97.82285249118715,48,96,STABLE,Unhealthy
27.1,94.35767916450325,1277,1028,STABLE,Unhealthy for Sensitive Groups
24.2,96.43096862407941,562,347,STABLE,Moderate
28.6,98.32756311269387,89,72,STABLE,Moderate
26.6,97.18044829592212,258,693,STABLE,Moderate
27.5,99.64231999291904,573,3938,STABLE,Unhealthy
29.2,98.46809224955841,47,91,VIBRATING,Unhealthy
30.6,96.46685079057207,403,1106,STABLE,Moderate
27.8,96.11584080212091,84,78,STABLE,Moderate
33.3,96.15001789352868,93,2759,STABLE,Unhealthy
28.4,98.29934798097995,74,71,STABLE,Moderate
29.7,98.27870831468508,1078,1575,STABLE,Unhealthy for Sensitive Groups
29.9,99.45832135425145,1509,1267,STABLE,Unhealthy for Sensitive Groups
27.4,95.90135216488024,89,225,STABLE,Good
32.9,96.11436477453819,244,94,STABLE,Good
31.5,98.82827817810164,1734,1606,STABLE,Unhealthy for Sensitive Groups
30.420865912371617,97.08864852760404,847,3365,STABLE,Unhealthy
25.5,98.82759971556604,1916,331,STABLE,Unhealthy
27.5,98.428909592963,84,72,STABLE,Moderate
30.1,97.4725190003785,67,81,STABLE,Moderate
29.7,98.79870364360805,1861,838,STABLE,Unhealthy
26.4,96.65802699956954,68,91,STABLE,Good
24.5,94.82069198444599,741,1466,STABLE,Unhealthy for Sensitive Groups
26.6,95.93926556109933,163,107,STABLE,Good
24.2,96.8043262878004,140,189,STABLE,Good
27.1,96.75884758541893,441,1036,STABLE,Moderate
32.3,98.36385420123072,584,545,STABLE,Moderate
29.6,94.28341990589205,95,78,STABLE,Good
26.2,94.27535093265539,136,93,STABLE,Good
24.4,94.90007430537925,1778,790,STABLE,Unhealthy for Sensitive Groups
29.9,91.4750125144405,3542,179,STABLE,Unhealthy
27.6,98.44285088820892,1557,1155,STABLE,Unhealthy for Sensitive Groups
28.8,99.62203509092078,775,558,STABLE,Moderate
28.23564449,99.2920972262815,89,80,STABLE,Unhealthy for Sensitive Groups
30.5,98.505470715029,59,6,STABLE,Moderate
31.8,97.22949261723747,1252,1058,STABLE,Unhealthy for Sensitive Groups
24.2,98.16873536534557,115,213,STABLE,Good
27.6,94.40656627602998,661,1030,STABLE,Moderate
29.1,96.82730369029625,189,81,STABLE,Moderate
27.8,97.54922274694216,2650,160,STABLE,Unhealthy
24.4,97.89366755251353,185,174,STABLE,Good
32.1,97.70355023781345,225,113,STABLE,Good
32.4,96.76457965166833,2334,272,STABLE,Unhealthy
26.2,93.65167323056771,334,2956,STABLE,Unhealthy
26.9,92.20995948233391,44,94,STABLE,Good
29.0,97.61306378840088,47,93,STABLE,Unhealthy
32.0,96.24622068440738,1264,1973,STABLE,Unhealthy for Sensitive Groups
31.1,96.84956897134754,502,322,STABLE,Moderate
28.46438387,94.92478778495044,87,83,VIBRATING,Unhealthy for Sensitive Groups
28.35358556,98.35379010685367,86,83,STABLE,Unhealthy for Sensitive Groups
28.93495696,99.33850179193865,77,81,STABLE,Unhealthy for Sensitive Groups
25.1,97.71669508164887,2554,897,STABLE,Unhealthy
28.11033415,98.37006812814269,86,76,VIBRATING,Unhealthy for Sensitive Groups
27.9,97.44257288434383,867,454,STABLE,Moderate
26.5,98.38206592199093,44,92,STABLE,Good
28.4,97.5917472499721,83,78,STABLE,Moderate
29.88286028,98.45223042251565,66,84,VIBRATING,Unhealthy
26.0,98.75951077037216,155,226,STABLE,Good
25.2,96.39677856867013,721,1042,STABLE,Moderate
27.5,94.67583714527419,321,252,STABLE,Moderate
24.7,99.0097846832001,2928,397,STABLE,Unhealthy
27.0,98.02537517645753,3786,3035,STABLE,Unhealthy
26.5,97.69375626889818,868,252,STABLE,Moderate
29.12300553,98.32664583726253,47,94,STABLE,Unhealthy
33.0,97.70625131086486,864,2703,STABLE,Unhealthy
29.0,94.72616686908981,703,593,STABLE,Moderate
28.52765516,98.9837703442034,53,135,STABLE,Unhealthy for Sensitive Groups
25.8,96.5717041570074,649,1020,STABLE,Moderate
33.9,96.39726877866319,97,59,VIBRATING,Good
33.9,95.37792148074259,690,1094,STABLE,Moderate
28.50800626,96.39895555323824,76,82,STABLE,Unhealthy
27.1,96.54542714187474,1181,1305,VIBRATING,Unhealthy for Sensitive Groups
28.9,95.84772647374078,58,144,STABLE,Moderate
28.5,93.09620525031224,86,75,STABLE,Unhealthy for Sensitive Groups
24.2,96.65556169699698,949,1981,STABLE,Unhealthy for Sensitive Groups
24.5,95.12837739129412,59,112,STABLE,Good
26.7,95.71574602432267,840,1052,STABLE,Moderate
31.4,96.08440129998557,723,3845,STABLE,Unhealthy
32.5,98.7257238456212,629,818,STABLE,Moderate
27.4,97.83891312892356,246,167,STABLE,Good
26.9,98.78078797269916,835,1090,STABLE,Moderate
29.2,96.45348085733633,199,86,STABLE,Moderate
28.2,99.25607810820348,1783,1719,STABLE,Unhealthy for Sensitive Groups
32.8,94.28225790887602,3915,3741,VIBRATING,Unhealthy
26.5,93.21400788818507,41,94,STABLE,Good
28.9,99.27539932763159,59,57,STABLE,Good
25.6,98.71543520676568,195,129,STABLE,Good
27.6,97.34084685669542,3943,300,STABLE,Unhealthy
28.5,95.1648468656987,1757,1031,STABLE,Unhealthy for Sensitive Groups
26.1,99.32134076888731,464,770,VIBRATING,Moderate
24.9,96.23962970696381,1092,1469,STABLE,Unhealthy for Sensitive Groups
31.349745775672538,97.14785338333576,3684,807,STABLE,Unhealthy
29.512023167771048,97.87792659242277,3530,712,STABLE,Unhealthy
26.07055511,98.55070877771314,73,86,STABLE,Good
28.9,96.47857984144913,4059,743,STABLE,Unhealthy
25.4,98.84166887075621,73,85,STABLE,Good
31.6,95.44811118213232,175,68,STABLE,Good
25.8,96.99598251842983,1650,1692,STABLE,Unhealthy for Sensitive Groups
28.0,97.23340249863688,2266,179,VIBRATING,Unhealthy
26.8,96.08501271469204,44,92,VIBRATING,Good
28.8,95.61546043439239,396,901,STABLE,Moderate
28.4,96.0182381873189,319,3230,STABLE,Unhealthy
25.098402992870895,96.45281971438,2747,778,STABLE,Unhealthy
27.9,96.19864049490617,89,80,VIBRATING,Moderate
27.9,97.01055103360267,128,236,STABLE,Good
29.0,96.24086185289572,2375,3968,VIBRATING,Unhealthy
30.3,96.65961552218738,142,34,STABLE,Good
32.4,95.40490155653198,99,222,STABLE,Good
29.75734379,98.01410934207715,95,77,STABLE,Good
27.2,97.06793119262746,167,214,STABLE,Good
27.3,99.59760071652686,1811,2514,STABLE,Unhealthy
24.5,95.34799501353473,1778,704,STABLE,Unhealthy for Sensitive Groups
28.3,98.9192720922961,85,78,STABLE,Unhealthy for Sensitive Groups
30.0,94.9736062644262,1466,1561,STABLE,Unhealthy for Sensitive Groups
31.9,97.04718098866535,244,220,STABLE,Good
28.8,97.27655358727768,723,1030,STABLE,Moderate
30.399438364744768,99.50388253733931,991,4095,STABLE,Unhealthy
28.5,99.13024899993397,1347,845,STABLE,Unhealthy for Sensitive Groups
24.6,98.38552776023909,119,165,STABLE,Good
30.2,95.06090434073415,176,153,STABLE,Good
25.6,99.31028556827938,168,3873,STABLE,Unhealthy
33.2,99.66818974453643,379,941,STABLE,Moderate
28.2,97.43470092455789,1981,590,STABLE,Unhealthy
24.8,97.28042170525706,212,202,STABLE,Good
25.8,94.66505514560315,41,3802,STABLE,Unhealthy
28.2,98.44275291613374,53,115,STABLE,Unhealthy
25.7,96.15056954856269,72,85,STABLE,Good
